UF,SP
Cidade,RIO DAS PEDRAS
Nome Posto,RIO DAS PEDRAS
Latitude,-22.866666666666667
Longitude,-47.61666666666667
Codigo,2247044
Qtd. Anos,72
Ano,Maxima
1946,40
1947,68.3
1948,54.6
1949,93.3
1950,62.4
1951,54.4
1952,67.3
1953,70
1954,68.3
1955,53
1956,40
1957,60.3
1958,76.5
1959,70.1
1960,90
1961,71.5
1962,70.2
1963,72
1964,78
1965,55.4
1966,79.8
1967,49.5
1968,71.3
1969,53.5
1970,95
1971,70.5
1972,75.8
1973,68.2
1974,104.5
1975,66.2
1976,67.5
1977,81.2
1978,74.5
1979,94.5
1980,52.9
1981,81.1
1982,95.3
1983,135.5
1984,90.2
1985,70.8
1986,68.9
1987,53.8
1988,66.3
1989,62.1
1990,80.2
1991,98.9
1992,54.1
1993,65.3
1994,74.1
1995,60.7
1996,74.5
1997,78.9
1998,102.3
1999,86.9
2000,77.9
2001,65.1
2002,76.7
2003,55
2004,108.6
2005,125
2006,62
2007,59.7
2008,77.4
2009,64.9
2010,66.8
2011,129
2012,69.3
2013,71.3
2014,51.3
2015,80.5
2016,154.3
2017,62.9
