UF,SP
Cidade,GUARUJA
Nome Posto,PONTA DA PRAIA
Latitude,-23.999722222222225
Longitude,-46.28333333333333
Codigo,2346127
Qtd. Anos,74
Ano,Maxima
1937,27.2
1938,155.2
1941,122.1
1943,81.5
1945,123
1946,137.6
1947,129.2
1948,140.2
1949,68.1
1950,113.7
1951,140.2
1952,104.2
1953,101.7
1954,61.7
1955,97
1956,175.2
1957,129.6
1958,83.8
1959,203
1960,79.8
1961,130.4
1962,126.4
1963,79.6
1964,67.4
1965,173.4
1966,204.8
1967,149.2
1968,85.8
1969,82.5
1970,130.8
1971,109.6
1972,101.2
1973,206.7
1974,122.1
1975,141.6
1976,121
1977,120.9
1978,249.2
1979,91.9
1980,149
1981,103
1982,95.8
1983,149.5
1984,80.7
1985,138.5
1986,152.7
1987,115
1988,172.5
1989,127.8
1990,121.1
1991,141.2
1992,74.2
1993,104.5
1994,127
1995,163.9
1996,65.3
1997,59.5
1998,103.5
1999,109.8
2000,220
2001,107.6
2002,117.7
2003,104.1
2004,109.9
2005,131.6
2006,116.9
2007,163.3
2008,76.5
2009,96
2010,143.1
2011,121.8
2012,137.9
2013,128
2014,91.2
