UF,SP
Cidade,GUARAREMA
Nome Posto,FREGUESIA DA ESCADA
Latitude,-23.383333333333333
Longitude,-46.06666666666667
Codigo,2346315
Qtd. Anos,67
Ano,Maxima
1943,65.1
1944,45.1
1945,72.3
1946,104.2
1947,67.7
1948,54.2
1949,95
1950,75.5
1951,63.9
1952,70.5
1953,84
1954,57.4
1955,65.2
1956,48.4
1957,70
1958,51.2
1959,75.3
1960,102.2
1961,53.2
1962,109.3
1963,36.4
1964,48.2
1965,76.1
1966,100.4
1967,80.3
1968,84.3
1969,66.2
1970,20.3
1971,41
1972,44.9
1973,99.9
1974,62.6
1975,52.8
1976,47.2
1977,66
1978,151.9
1979,56.6
1980,81.8
1981,90
1982,95.4
1983,58.8
1984,44.6
1985,56.8
1986,95.7
1987,106.1
1988,71.7
1989,136
1990,64.9
1991,56.1
1992,63.4
1993,40.1
1994,49.5
1995,52.2
1996,55.9
1997,13.3
1998,21.1
1999,57.4
2000,41.9
2001,65.8
2002,53.6
2003,66.3
2004,43.4
2005,79.4
2006,22.9
2007,40.6
2009,42.2
2010,26.2
