UF,SP
Cidade,MARACAI
Nome Posto,BAIRRO AGUA DO MATAO
Latitude,-22.666666666666668
Longitude,-50.61666666666667
Codigo,2250051
Qtd. Anos,48
Ano,Maxima
1944,64
1945,71
1946,75.5
1947,95
1948,58.4
1949,70.1
1951,40
1952,50.5
1953,80
1961,36.5
1962,215
1963,84.7
1964,63
1965,42
1966,66.5
1967,93
1969,51.1
1970,100.5
1971,62.5
1972,94.4
1973,71.8
1974,105.9
1975,57.1
1976,107.5
1977,63.5
1978,103.9
1979,78.7
1980,86.7
1981,85.8
1982,87.5
1983,96.6
1984,65
1985,117.6
1986,81.6
1987,89.9
1988,71
1989,83
1990,134
1991,112
1992,74.6
1993,74.5
1994,74.8
1995,111
1996,66.6
1997,72.3
1998,75
1999,90
2000,88
