UF,PR
Cidade,ALMIRANTE TAMANDARE
Nome Posto,MONTANTE ATERRO SANITARIO (JURUQUI)
Latitude,-25.351944444444445
Longitude,-49.344722222222224
Codigo,2549077
Qtd. Anos,33
Ano,Maxima
1984,67.7
1985,41.5
1986,71.8
1987,69.7
1988,101.2
1989,66.9
1990,67.5
1991,75.6
1992,74.7
1993,108
1994,76
1995,110.7
1996,133.7
1997,106.6
1998,86.9
1999,51.9
2000,66.7
2001,93.3
2002,83.2
2003,83.7
2004,70.3
2005,69.7
2006,49.1
2007,87.7
2008,65.8
2009,79.9
2010,111.4
2011,101.7
2012,124.6
2013,105.8
2015,51
2016,57.4
2017,47.9
