UF,RS
Cidade,SANTO ANTONIO DAS MISSOES
Nome Posto,PASSO DO SARMENTO
Latitude,-28.20888888888889
Longitude,-55.32333333333334
Codigo,2855002
Qtd. Anos,63
Ano,Maxima
1957,58
1958,76.4
1959,94
1960,62.6
1961,131.8
1962,125.4
1963,135.2
1964,108.6
1965,136.2
1966,96.6
1967,72.2
1968,91.6
1969,89.2
1970,97.6
1971,91
1972,113
1973,129.6
1974,231.6
1975,93.4
1976,92
1977,108.4
1978,119.6
1979,78.2
1980,114.8
1981,62.2
1982,180
1983,148.6
1984,102.2
1985,111
1986,125
1987,137.6
1988,120.4
1989,142.2
1990,147.6
1991,98.8
1992,133.8
1993,124
1994,111.8
1995,69.5
1996,81.5
1997,124.2
1998,125.7
1999,83.6
2000,85
2001,102.5
2002,106
2003,121.8
2004,71
2005,68.2
2006,104
2007,108.9
2008,122.2
2009,56
2010,120
2011,125.2
2012,93.4
2013,129.7
2014,145.8
2015,149.8
2016,91.3
2017,126.1
2018,87.6
2019,125.3
