UF,MG
Cidade,MONTALVANIA
Nome Posto,LAGOA DAS PEDRAS
Latitude,-14.280555555555557
Longitude,-44.409444444444446
Codigo,1444005
Qtd. Anos,51
Ano,Maxima
1969,83.4
1970,56
1971,100.2
1972,80.2
1973,68.6
1974,99.4
1975,76.2
1976,100
1977,82.6
1978,71.2
1979,89.6
1980,76
1981,90.4
1982,68.6
1983,97.4
1984,70.2
1985,75
1986,104.8
1987,82.4
1988,90
1989,17.5
1990,74.2
1991,79.4
1992,100.2
1993,48
1994,62.6
1995,92.1
1996,68
1997,47.9
1998,60.4
1999,65
2000,125
2001,103
2002,109.3
2003,40.6
2004,131.9
2005,98.7
2006,88.1
2007,220.7
2008,57.5
2009,75.1
2010,72.1
2011,80.6
2012,142.2
2013,47.7
2014,55.5
2015,49.2
2016,187.2
2017,70.1
2018,101.4
2019,80.3
