UF,MG
Cidade,BELO HORIZONTE
Nome Posto,BELO HORIZONTE (HORTO)
Latitude,-19.9
Longitude,-43.916666666666664
Codigo,1943055
Qtd. Anos,59
Ano,Maxima
1961,37.6
1962,124.9
1963,83
1964,109.6
1965,76.7
1966,116.9
1967,68.2
1968,68.4
1969,108.6
1970,67.4
1971,70.8
1972,91.6
1973,86
1974,58.9
1975,93.7
1976,91
1977,79.4
1978,164.2
1979,91.8
1980,84.8
1981,95
1982,112.6
1983,89.6
1984,134.3
1985,117.2
1986,72.2
1987,89.2
1988,68
1989,109.6
1990,56.6
1991,97
1992,130.6
1993,85.8
1994,64.9
1995,138.7
1996,88
1997,147.4
1998,88.7
1999,84.2
2000,158.8
2001,63.7
2002,75.9
2003,83.4
2004,81.4
2005,84.4
2006,156.3
2007,53
2008,94.2
2009,102.8
2010,75.5
2011,91.4
2012,80.6
2013,111.4
2014,71.3
2015,68.6
2016,108.1
2017,93.2
2018,80.2
2019,59.1
