UF,MG
Cidade,GRAO MOGOL
Nome Posto,PORTO MANDACARU
Latitude,-16.67888888888889
Longitude,-42.48555555555556
Codigo,1642007
Qtd. Anos,72
Ano,Maxima
1945,78.2
1946,51.1
1947,53
1948,72.6
1949,106
1950,52.2
1951,96.2
1952,42
1953,53
1954,75
1955,82.2
1956,43
1957,72.4
1958,70
1959,34
1960,56.4
1961,58.5
1962,91.4
1963,50.2
1964,59.4
1965,56.2
1966,111.6
1967,54.8
1968,122.4
1972,50.5
1973,34
1974,51.4
1975,100.2
1976,48.1
1977,43.2
1978,78.1
1979,70.2
1980,69.2
1981,75.2
1982,57.3
1983,99.6
1984,100.2
1985,110.2
1986,74.1
1987,101.2
1988,54.2
1989,60
1990,68.2
1991,56.2
1992,107.1
1993,81
1994,96.2
1995,48.2
1996,90.5
1997,132.1
1998,69.2
1999,54.1
2000,65.2
2001,93.1
2002,79.4
2003,74.2
2004,102.2
2005,128.6
2006,94.6
2007,65.8
2008,101.9
2009,104.9
2010,62.8
2011,46
2012,49.8
2013,160.1
2014,82.4
2015,32.9
2016,55
2017,74.2
2018,43
2019,36.1
