UF,MG
Cidade,PRESIDENTE OLEGARIO
Nome Posto,PONTE FIRME
Latitude,-18.03388888888889
Longitude,-46.419444444444444
Codigo,1846016
Qtd. Anos,62
Ano,Maxima
1958,37.3
1959,161.1
1960,154.2
1961,75.4
1962,220.9
1963,52.2
1964,94
1965,100
1966,60
1967,61.4
1968,80.3
1969,100.5
1970,100.5
1971,51
1972,88.3
1973,56.1
1974,30.8
1975,50.1
1976,125
1977,125
1978,200
1979,98.4
1980,77
1981,95.1
1982,64.2
1983,105
1984,65.1
1985,129
1986,85.2
1987,53
1988,92
1989,104.1
1990,95.1
1991,75
1992,115.1
1993,155.1
1994,101
1995,48
1996,68.1
1997,101
1998,85.1
1999,78
2000,102
2001,90
2002,75
2003,85.2
2004,67
2005,128.4
2006,68.3
2007,68
2008,115.1
2009,81.3
2010,54.9
2011,152.3
2012,50.9
2013,39.7
2014,112.1
2015,74.6
2016,92.8
2017,70
2018,101
2019,87.6
